zirconia	I_GEMSTONE
thi	O
ear	O
.	O
the	O
appeal	O
and	O
touch	O
of	O
floral	O
end	O
blaze	O
through	O
with	O
swarovski	O
edg	O
are	O
a	O
perfect	O
way	O
to	O
match	O
your	O
vision	O
of	O
breathtak	O
design	B_COLLECTION
.	O
these	O
beauti	O
gold	O
ear	O
hold	O
28	B_NUMBER_OF_GEMSTONES
diamond	B_GEMSTONE
with	O
A	O
total	O
diamond	B_GEMSTONE
weight	O
Of	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
12	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
.	O
product	O
height	O
5	B_HEIGHT
.	I_HEIGHT
8	I_HEIGHT
Mm	I_HEIGHT
product	O
width	O
5	B_HEIGHT
.	I_HEIGHT
8	I_HEIGHT
Mm	I_HEIGHT
diamond	B_GEMSTONE
qualiti	O
Vs	B_DIAMOND_CLARITY
Gh	B_DIAMOND_COLOR_GRADE
add	O
spark	O
to	O
your	O
attir	O
by	O
don	O
thi	O
ear	O
.	O
the	O
yellow	O
gold	O
tone	O
surfac	O
with	O
CZ	O
sparkl	O
enhanc	O
your	O
aura	O
.	O
green	O
stylish	O
drop	O
hang	O
ear	O
for	O
girl	O
get	O
the	O
festiv	O
look	O
with	O
these	O
marvel	O
paisley	O
design	O
ear	O
decor	O
with	O
CZ	O
,	O
blue	O
color	O
stone	O
and	O
pearl	O
bead	O
.	O
thi	O
pair	O
is	O
yellow	O
gold	B_COLOR
plate	O
and	O
brilliantli	O
craft	O
with	O
perfect	O
which	O
make	O
it	O
perfect	O
choic	O
for	O
entic	O
jewelleri	O
wear	O
.	O
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
ear	O
made	O
big	O
drop	O
style	O
.	O
drop	O
shape	O
is	O
further	O
elabor	O
into	O
a	O
mosaic	O
like	O
pattern	O
for	O
offer	O
you	O
uniqu	O
embellish	O
for	O
your	O
earlob	O
.	O
complet	O
design	B_COLLECTION
is	O
stud	O
with	O
glitter	O
diamond	O
like	O
gemston	O
crystal	O
micro	O
set	O
for	O
smooth	O
finish	O
.	O
1	B_NUMBER_OF_PAIRS
.	O
metal	O
alloy	B_BASE_MATERIAL
2	O
.	O
mainston	O
austrian	O
diamond	O
3	O
.	O
dimens	O
L	O
1	B_NUMBER_OF_PAIRS
.	O
5	O
,	O
W	O
0	O
.	O
5	O
4	O
.	O
weight	O
10	O
.	O
Gm	O
5	O
.	O
color	O
pink	B_COLOR
6	O
.	O
6	O
month	O
manufactur	O
warranti	O
7	O
.	O
authent	O
certif	O
.	O
8	O
.	O
deliveri	O
time	O
within	O
5	O
7	O
work	O
day	O
latest	O
chand	O
bali	O
tassel	B_DESIGN
ear	O
in	O
blue	B_COLOR
.	O
septemb	O
2014	O
design	O
collect	O
from	O
mokanc	B_BRAND
.	O
varaagk	B_BRAND
attract	O
silver	O
with	O
gold	O
ear	O
with	O
AD	O
stone	O
and	O
dark	O
green	B_COLOR
drop	O
ear	O
defin	O
your	O
look	O
,	O
add	O
more	O
of	O
appeal	O
and	O
dimens	O
to	O
your	O
outfit	O
,	O
an	O
attir	O
need	O
a	O
pair	O
of	B_SALES_PACKAGE
ear	I_SALES_PACKAGE
to	O
compliment	O
your	O
look	O
.	O
from	O
the	O
hous	O
of	O
rajwada	B_BRAND
art	I_BRAND
featur	O
a	O
glamor	O
pair	O
of	O
dangler	O
ear	O
with	O
impecc	O
floral	B_COLLECTION
shape	O
motif	O
embellish	O
with	O
pink	O
color	O
stone	O
and	O
pearl	O
bead	O
drop	O
.	O
make	O
a	O
perfect	O
pick	O
to	O
add	O
in	O
your	O
jewelleri	O
collect	O
.	O
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
ear	O
with	O
simul	O
diamond	O
accent	O
.	O
latch	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
style	O
offer	O
it	O
reliabl	O
as	O
well	O
as	O
beauti	O
enclosur	O
.	O
perfect	O
parti	O
wear	O
element	O
where	O
design	B_COLLECTION
wear	O
is	O
a	O
norm	O
.	O
with	O
these	O
exclus	O
ear	O
select	O
,	O
shahenaz	B_BRAND
jewel	O
add	O
anoth	O
exquisit	O
collect	O
To	O
it'	O
exisitng	O
inventori	O
On	O
flipkart	O
.	O
thi	O
Is	O
desigen	O
tradit	O
set	O
with	O
white	O
jadtar	O
maroon	O
drop	O
A	O
veri	O
pretti	O
pair	O
of	O
geometr	O
design	O
jhumki	O
which	O
is	O
made	O
attract	O
with	O
head	O
turn	O
oxid	O
silver	B_COLOR
plate	O
.	O
It	O
come	O
with	O
attract	O
green	O
color	O
bead	O
and	O
make	O
for	O
a	O
nice	O
gift	O
ornament	O
.	O
X	O
shape	O
black	B_COLOR
pearl	B_GEMSTONE
hang	O
preciou	O
pair	B_SALES_PACKAGE
of	I_SALES_PACKAGE
stud	I_SALES_PACKAGE
ear	I_SALES_PACKAGE
which	O
is	O
intric	O
stud	O
with	O
blue	O
topaz	O
and	O
peridot	B_GEMSTONE
stone	O
which	O
give	O
a	O
more	O
preciou	O
look	O
to	O
the	O
jewelleri	O
.	O
pair	O
thi	O
flawless	O
jewelleri	O
with	O
ani	O
of	O
your	O
outfit	O
for	O
that	O
sober	O
and	O
sophist	O
look	O
in	O
your	O
person	O
.	O
chandini	B_MODEL_NAME
diamond	B_GEMSTONE
ear	O
yellow	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
18k	O
is	O
design	B_COLLECTION
intric	O
and	O
is	O
a	O
blend	O
of	O
modern	O
eleg	O
and	O
chic	O
ethnic	O
which	O
produc	O
a	O
dazzl	O
shower	O
of	O
light	O
to	O
grace	O
up	O
everi	O
special	O
occas	O
.	O
subtl	O
beauti	O
like	O
these	O
are	O
perfect	O
to	O
highlight	O
your	O
pretti	O
face	O
!	O
.	O
accessor	O
with	O
A	O
sheer	O
white	O
top	O
maroon	O
slim	O
fit	O
pant	O
and	O
nude	O
pump	O
would	O
look	O
perfect	O
!	O
metal	B_BASE_MATERIAL
filigre	O
bow	O
with	O
zircon	B_GEMSTONE
stud	O
abov	O
and	O
on	O
it	O
.	O
attach	O
pearl	O
at	O
the	O
base	O
.	O
dangl	O
style	O
fasten	O
.	O
thi	O
pissara	B_BRAND
surveen	B_MODEL_NAME
chawla	I_MODEL_NAME
trendi	I_MODEL_NAME
CZ	O
ear	O
is	O
made	O
of	O
alloy	B_BASE_MATERIAL
.	O
thi	O
ear	O
is	O
stud	O
with	O
cubic	B_GEMSTONE
zirconia	I_GEMSTONE
(	O
CZ	O
)	O
stone	O
.	O
the	O
model	O
of	O
the	O
ear	O
is	O
made	O
of	O
cad	O
cam	O
design	B_COLLECTION
which	O
give	O
look	O
of	O
real	O
diamond	O
jewelleri	O
.	O
the	O
plate	O
of	O
the	O
metal	O
done	O
by	O
18ct	O
.	O
gold	O
.	O
thi	O
ear	O
ha	O
high	O
end	O
fashion	O
design	B_COLLECTION
which	O
ha	O
eleg	O
and	O
style	O
.	O
that	O
will	O
add	O
radianc	O
to	O
the	O
natur	O
beauti	O
of	O
a	O
woman	O
.	O
buy	O
onlin	O
butterfli	B_MODEL_NAME
shape	I_MODEL_NAME
white	B_COLOR
drop	B_TYPE
ear	I_TYPE
for	O
women	O
in	O
glossi	B_FINISH
finish	O
for	O
special	O
occas	O
wed	O
engag	O
everyday	O
wear	O
.	O
add	O
charm	O
to	O
your	O
attir	O
with	O
thi	O
white	B_COLOR
drop	B_TYPE
ear	I_TYPE
for	O
women	O
.	O
thi	O
drop	B_TYPE
ear	I_TYPE
for	O
women	O
measur	O
approx	O
.	O
3	O
centimet	O
in	O
length	O
.	O
care	O
instruct	O
?	O
?	O
?	O
keep	O
jewelleri	O
away	O
from	O
direct	O
heat	O
,	O
water	O
,	O
perfum	O
,	O
deodor	O
and	O
other	O
chemic	O
as	O
they	O
may	O
react	O
with	O
the	O
metal	B_BASE_MATERIAL
or	O
plate	O
.	O
?	O
?	O
?	O
wipe	O
jewelleri	O
gentli	O
with	O
soft	O
cloth	O
after	O
everi	O
use	O
.	O
wipe	O
the	O
jewelri	O
after	O
remov	O
would	O
add	O
to	O
it	O
life	O
.	O
these	O
floral	O
dangler	B_TYPE
ear	I_TYPE
are	O
awestruck	O
gorgeou	O
.	O
made	O
of	O
alloy	O
with	O
embellish	O
multicolor	O
stone	O
on	O
it	O
which	O
is	O
truli	O
make	O
it	O
appeal	O
.	O
add	O
more	O
spark	O
with	O
these	O
pair	O
of	B_SALES_PACKAGE
ear	I_SALES_PACKAGE
.	O
thi	O
ear	O
cuff	O
is	O
a	O
must	O
have	O
if	O
you	O
are	O
interest	O
in	O
fantasi	O
style	O
jewelri	O
or	O
someth	O
special	O
and	O
uniqu	O
.	O
thi	O
is	O
one	O
ear	O
cuff	B_TYPE
ear	I_TYPE
with	O
cursiv	O
design	O
.	O
It	O
is	O
shape	O
to	O
fit	O
most	O
ear	O
.	O
extrem	O
comfort	O
!	O
(	O
product	O
length	O
2	O
.	O
5inch	O
product	O
width	O
0	O
.	O
75inch	O
)	O
semi	O
diamond	O
white	B_COLOR
pearl	B_GEMSTONE
eartop	O
with	O
silver	O
colour	O
touch	O
and	O
fresh	O
water	O
pearl	B_GEMSTONE
fill	O
with	O
stylist	O
charm	O
and	O
interest	O
these	O
hammer	O
semi	O
hoop	B_TYPE
ear	I_TYPE
are	O
fill	O
with	O
artisan	O
appeal	O
.	O
featur	O
amaz	O
silver	B_COLOR
finish	O
in	O
a	O
fabul	O
design	O
with	O
abstract	O
overton	O
.	O
classi	O
and	O
eleg	O
these	O
ear	O
will	O
help	O
improv	O
your	O
style	O
quotient	O
.	O
thi	O
rhodium	B_PLATING
plate	O
jewelleri	O
with	O
red	O
heart	O
swarovski	B_SEMI_PRECIOUS_STONE_TYPE
element	I_SEMI_PRECIOUS_STONE_TYPE
make	O
a	O
piec	O
.	O
adorn	O
thi	O
pretti	O
jewel	O
and	O
make	O
your	O
way	O
through	O
the	O
crowd	O
.	O
disclaim	O
the	O
imag	O
shown	O
is	O
a	O
zoom	O
one	O
.	O
kindli	O
refer	O
the	O
dimens	O
befor	O
buy	O
.	O
fashion	O
with	O
tradit	O
look	O
sterl	O
silver	B_BASE_MATERIAL
925	O
CZ	O
singl	O
knot	O
ear	O
.	O
perfect	O
for	O
anytim	O
wear	O
A	O
round	B_SEMI_PRECIOUS_STONE_SHAPE
and	O
teardrop	O
shape	O
stud	O
sparkl	O
with	O
glitter	O
stone	O
surround	O
radiat	O
open	O
petal	O
of	O
polish	O
gold	B_BASE_MATERIAL
.	O
the	O
rivet	O
sight	O
of	O
the	O
gold	B_COLOR
color	O
jewelri	O
coupl	O
with	O
swarovski	O
element	O
will	O
make	O
you	O
stare	O
at	O
yourself	O
all	O
day	O
long	O
.	O
An	O
absolut	O
invalu	O
possess	O
for	O
your	O
everyday	B_OCCASION
use	O
with	O
everyth	O
and	O
anyth	O
you	O
own	O
.	O
thi	O
stun	O
diamond	B_GEMSTONE
ear	O
from	O
asmi	B_BRAND
is	O
a	O
piec	O
of	O
jewel	O
that	O
will	O
certainli	O
amaz	O
you	O
.	O
It	O
is	O
artist	O
done	O
in	O
yellow	B_COLOR
gold	B_BASE_MATERIAL
and	O
dazzl	O
with	O
10	O
glitter	O
SI	B_DIAMOND_CLARITY
GH	B_DIAMOND_COLOR_GRADE
diamond	B_GEMSTONE
weigh	O
0	O
.	O
06	O
ct	O
(	O
carat	O
)	O
.	O
thi	O
diamond	B_GEMSTONE
ear	O
is	O
certifi	O
from	O
authoris	O
l	O
pair	O
Of	O
oxid	O
gold	O
jhumki	B_TYPE
ear	I_TYPE
In	O
beauti	O
craft	O
design	O
and	O
adorn	O
with	O
black	O
color	O
bead	O
.	O
wear	O
thi	O
pair	O
Of	O
ear	O
with	O
ani	O
Of	O
your	O
outfit	O
for	O
the	O
stun	O
and	O
eleg	O
look	O
In	O
your	O
person	O
.	O
surfac	O
finish	O
oxidis	O
design	O
floral	O
theme	O
other	O
sale	O
packag	O
2	B_SALES_PACKAGE
ear	I_SALES_PACKAGE
colour	O
black	O
,	O
gold	O
ear	O
length	O
1	O
.	O
5	O
inch	O
ear	O
width	O
0	O
.	O
75	O
inch	O
gross	O
weight	O
7	O
.	O
78	O
gm	O
buy	O
onlin	O
doubl	B_MODEL_NAME
pearl	I_MODEL_NAME
green	O
black	O
stud	B_TYPE
ear	I_TYPE
for	O
women	O
in	O
glossi	B_FINISH
finish	O
for	O
special	O
occas	O
wed	O
engag	O
everyday	O
wear	O
.	O
add	O
charm	O
to	O
your	O
attir	O
with	O
thi	O
green	O
black	O
stud	B_TYPE
ear	I_TYPE
for	O
women	O
.	O
thi	O
stud	B_TYPE
ear	I_TYPE
for	O
women	O
measur	O
approx	O
.	O
2	O
centimet	O
in	O
length	O
.	O
care	O
instruct	O
keep	O
jewelleri	O
away	O
from	O
direct	O
heat	O
,	O
water	O
,	O
perfum	O
,	O
deodor	O
and	O
other	O
chemic	O
as	O
they	O
may	O
react	O
with	O
the	O
metal	O
or	O
plate	O
.	O
wipe	O
jewelleri	O
gentli	O
with	O
soft	O
cloth	O
after	O
everi	O
use	O
.	O
wipe	O
the	O
jewelri	O
after	O
remov	O
would	O
add	O
to	O
it	O
life	O
.	O
kerstin	B_MODEL_NAME
diamond	B_GEMSTONE
ear	O
yellow	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
14k	O
thi	O
ear	O
is	O
design	B_COLLECTION
intric	O
and	O
is	O
a	O
blend	O
of	O
modern	O
eleg	O
and	O
chic	O
ethnic	O
which	O
produc	O
a	O
dazzl	O
shower	O
of	O
light	O
to	O
grace	O
up	O
everi	O
special	O
occas	O
.	O
fanci	O
rajasthani	O
ear	O
with	O
red	O
and	O
white	O
stone	O
these	O
eleg	O
victorian	O
ear	O
are	O
made	O
from	O
brass	B_BASE_MATERIAL
alloy	O
which	O
are	O
further	O
stud	O
thread	O
with	O
variou	O
color	O
glass	O
bead	O
and	O
stud	O
with	O
austrian	O
crystal	O
.	O
the	O
antiqu	O
yellow	B_COLOR
color	O
of	O
base	O
give	O
it	O
age	O
and	O
royal	O
look	O
.	O
length	O
3	O
.	O
5	O
inch	O
(	O
approx	O
)	O
.	O
width	O
1	B_NUMBER_OF_PAIRS
.	O
25	O
inch	O
.	O
(	O
approx	O
)	O
weight	O
26	O
gm	O
(	O
approx	O
)	O
look	O
your	O
ethnic	O
best	O
with	O
thi	O
magnific	O
pair	O
of	O
gold	B_METAL_COLOR
plate	O
circular	O
floral	O
ear	O
depict	O
delight	O
cut	O
work	O
and	O
encrust	O
with	O
pink	O
and	O
white	O
cz	O
stone	O
.	O
draw	O
attent	O
to	O
your	O
visag	O
with	O
thi	O
exclus	O
pair	O
!	O
thi	O
pissara	B_BRAND
surveen	B_MODEL_NAME
chawla	I_MODEL_NAME
gleam	I_MODEL_NAME
CZ	O
jhumki	O
is	O
made	O
of	O
alloy	B_BASE_MATERIAL
.	O
thi	O
ear	O
is	O
stud	O
with	O
cubic	B_GEMSTONE
zirconia	I_GEMSTONE
(	O
CZ	O
)	O
stone	O
.	O
the	O
model	O
of	O
the	O
ear	O
is	O
made	O
of	O
cad	O
cam	O
design	B_COLLECTION
which	O
give	O
look	O
of	O
real	O
diamond	O
jewelleri	O
.	O
the	O
plate	O
of	O
the	O
metal	O
done	O
by	O
18ct	O
.	O
gold	O
.	O
thi	O
ear	O
ha	O
high	O
end	O
fashion	O
design	B_COLLECTION
which	O
ha	O
eleg	O
and	O
style	O
.	O
that	O
will	O
add	O
radianc	O
to	O
the	O
natur	O
beauti	O
of	O
a	O
woman	O
.	O
flower	O
design	O
kundan	O
ear	O
new	O
design	O
;	O
stun	O
look	O
amp	O
up	O
your	O
casual	O
look	O
with	O
thi	O
jazzi	O
pair	O
of	O
gold	O
plate	O
green	O
colour	O
ear	O
;	O
featur	O
a	O
modish	O
kite	O
shape	O
and	O
embellish	O
with	O
pearl	O
bead	O
and	O
sparkl	O
stone	O
.	O
highyour	O
enviabl	O
tast	O
in	O
fashion	O
accessori	O
with	O
thi	O
eye	O
catch	O
pair	O
!	O
thi	O
high	O
in	O
style	O
,	O
casual	O
pair	O
featur	O
polish	O
metal	O
curv	O
beauti	O
embrac	O
a	O
floral	B_COLLECTION
motif	O
of	O
prong	O
set	O
diamond	O
.	O
carri	O
it	O
off	O
with	O
your	O
formal	B_COLLECTION
outfit	O
or	O
team	O
them	O
with	O
your	O
daili	O
ensembl	O
,	O
thi	O
bloom	O
beauti	O
will	O
alway	O
make	O
you	O
look	O
dazzl	O
.	O
eleg	O
par	O
excel	O
!	O
these	O
ear	O
have	O
a	O
pretti	O
pearl	O
drop	O
.	O
high	O
qualiti	O
rubi	O
glass	O
stone	O
and	O
american	O
diamond	O
have	O
been	O
use	O
to	O
enhanc	O
the	O
look	O
.	O
br	O
br	O
drop	B_TYPE
ear	I_TYPE
with	O
faux	O
pearl	O
rubi	O
glass	O
stone	O
br	O
made	O
of	O
american	O
diamond	O
and	O
alloy	B_BASE_MATERIAL
br	O
0	O
.	O
8	O
mile	O
flash	O
gold	O
plate	O
br	O
stud	O
post	O
closur	O
br	O
br	O
strong	O
colour	O
strong	O
gold	O
,	O
white	O
pink	O
br	O
strong	O
materi	O
strong	O
alloy	B_BASE_MATERIAL
,	O
american	O
diamond	O
,	O
glass	O
stone	O
faux	O
pearl	O
br	O
strong	O
size	O
strong	O
1	O
inch	O
approx	O
step	O
out	O
in	O
style	O
with	O
these	O
splendid	O
silver	B_METAL_COLOR
plate	O
ear	O
dangl	O
with	O
dainti	O
cz	O
stud	O
purs	O
shape	O
ornament	O
and	O
embellish	O
with	O
blue	O
enamel	O
work	O
.	O
get	O
these	O
strike	O
ear	O
today	O
!	O
design	O
classic	O
italian	O
geometr	O
design	O
.	O
dangl	O
glossi	B_FINISH
pale	O
gold	O
plate	O
dangler	O
,	O
below	O
rectangular	O
top	O
,	O
stud	O
with	O
facet	O
,	O
flawless	O
stone	O
american	O
diamond	O
plate	O
10	O
micron	O
,	O
14k	O
gold	O
plate	O
in	O
glossi	B_FINISH
finish	O
with	O
etch	O
textur	O
.	O
stone	O
facet	O
blue	B_COLOR
sapphir	O
simul	O
american	O
diamond	O
handpick	O
for	O
uniform	O
of	O
colour	O
,	O
lustr	O
,	O
cut	O
shape	O
.	O
dimens	O
length	O
76mm	O
,	O
width	O
28	B_WIDTH
mm	I_WIDTH
.	O
back	O
find	O
smooth	O
push	B_EARRING_BACK_TYPE
back	I_EARRING_BACK_TYPE
find	O
,	O
for	O
eas	O
of	O
wear	O
and	O
remov	O
.	O
rutvi	B_MODEL_NAME
hoop	B_TYPE
ear	I_TYPE
in	O
18k	O
rose	B_BASE_MATERIAL
gold	I_BASE_MATERIAL
stud	O
with	O
24	B_NUMBER_OF_GEMSTONES
round	B_DIAMOND_SHAPE
natual	O
diamond	B_GEMSTONE
of	O
FG	B_DIAMOND_COLOR_GRADE
vvs1	B_DIAMOND_CLARITY
qualiti	O
with	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
48	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
total	O
.	O
0	O
.	O
036	O
ct	O
diamond	B_GEMSTONE
18k	O
yellow	B_METAL_COLOR
gold	B_BASE_MATERIAL
diamond	B_GEMSTONE
ear	O
A	O
cute	O
jhoomar	O
for	O
you	O
!	O
indulg	O
In	O
thi	O
strike	O
jewelri	O
made	O
Of	O
metal	O
with	O
gold	O
polish	O
and	O
gorgeou	O
embellish	O
.	O
A	O
rich	O
accessori	O
fit	O
for	O
A	O
queen	O
.	O
grand	O
celebr	O
deserv	O
attract	O
accompani	O
.	O
bring	O
On	O
thi	O
accessori	O
with	O
ani	O
Of	O
your	O
classi	O
tradit	O
wear	O
like	O
sare	O
,	O
salwar	O
kameez	O
,	O
sharara	O
,	O
etc	O
.	O
pleas	O
note	O
the	O
product	O
may	O
differ	O
In	O
color	O
pattern	O
from	O
the	O
one	O
shown	O
In	O
the	O
pic	O
becaus	O
Of	O
photo	O
light	O
and	O
post	O
process	O
.	O
Do	O
not	O
expos	O
To	O
chlorin	O
water	O
.	O
handl	O
with	O
care	O
.	O
refer	O
the	O
product	O
care	O
page	O
for	O
more	O
inform	O
.	O
kiara	O
swarovski	O
element	O
white	B_COLOR
gold	O
plate	O
ear	O
kie0295	B_MODEL_NUMBER
metal	O
18k	O
yellow	O
gold	O
plate	O
on	O
silver	O
gift	O
a	O
love	O
one	O
and	O
bring	O
home	O
good	O
luck	O
with	O
thi	O
diamond	O
gemston	O
ear	O
.	O
sparkl	O
brown	B_COLOR
tiger'	O
eye	O
drop	O
ear	O
complet	O
your	O
ultra	O
glamor	O
look	O
for	O
ani	O
of	O
your	O
special	O
occas	O
,	O
which	O
will	O
leav	O
everyon	O
stun	O
with	O
it	O
beauti	O
.	O
perfect	O
choic	O
to	O
complement	O
your	O
apparel	O
adorn	O
thi	O
beauti	O
pair	O
of	O
ear	O
from	O
the	O
hous	O
of	O
traditsiya	B_BRAND
to	O
stand	O
out	O
in	O
the	O
crowd	O
and	O
to	O
flaunt	O
your	O
stylish	O
side	O
.	O
creat	O
with	O
high	O
qualiti	O
metal	O
,	O
these	O
ear	O
are	O
skin	O
friendli	O
.	O
look	O
an	O
absolut	O
stunner	O
when	O
you	O
pair	O
up	O
thi	O
ear	O
with	O
ani	O
indian	O
attir	O
includ	O
salwaar	O
kameez	O
,	O
anarkali	O
or	O
a	O
sare	O
.	O
height	O
65mm	O
width	O
15mm	O
color	O
green	O
purpl	O
kshitij	O
tradit	O
round	O
shape	O
top	O
moti	O
stud	O
On	O
round	O
shape	O
with	O
pink	O
color	O
flower	O
On	O
To	O
kjm084	B_MODEL_NUMBER
unleash	O
your	O
individu	O
style	O
and	O
pick	O
up	O
the	O
best	O
from	O
young	B_BRAND
forever'	I_BRAND
collect	O
!	O
these	O
one	O
of	O
a	O
kind	O
statement	O
ear	O
in	O
sleek	O
gold	B_COLOR
tassel	O
will	O
notch	O
up	O
your	O
fashion	O
quotient	O
with	O
effortless	O
eleg	O
!	O
wear	O
your	O
with	O
a	O
low	O
slung	O
maxi	O
dress	O
.	O
hot	B_MODEL_NAME
romanc	I_MODEL_NAME
Is	O
A	O
pair	O
Of	O
hand	O
made	O
silver	B_PLATING
plate	O
metal	O
ear	O
wherein	O
two	O
heart	O
shape	O
metal	O
charm	O
and	O
flame	O
scarlet	O
red	O
colour	O
heart	O
shape	O
charm	O
are	O
strung	O
with	O
individu	O
chain	O
anti	O
tarnish	O
treatment	O
given	O
for	O
longer	O
life	O
.	O
bold	O
pink	B_COLOR
stud	O
with	O
pearl	O
drop	O
design	O
in	O
meenakari	O
work	O
,	O
thi	O
jhumki	B_TYPE
ear	I_TYPE
design	O
is	O
made	O
of	O
lead	O
nickel	O
free	O
,	O
best	O
qualiti	O
brass	B_BASE_MATERIAL
.	O
thi	O
multicolour	B_COLOR
colour	O
jewelri	O
design	O
will	O
best	O
meet	O
your	O
wed	O
festiv	O
requir	O
.	O
In	O
term	O
of	O
their	O
back	O
type	O
or	O
lock	O
type	O
,	O
these	O
jhumki	B_TYPE
ear	I_TYPE
have	O
a	O
fish	B_EARRING_BACK_TYPE
hook	I_EARRING_BACK_TYPE
type	O
.	O
keep	O
it	O
away	O
from	O
perfum	O
,	O
spray	O
and	O
water	O
wear	O
these	O
tini	O
shoe	B_DESIGN
,	O
they	O
can	O
fit	O
ani	O
ear	O
size	O
!	O
cute	O
bali	O
hoop	O
with	O
glow	O
chandni	O
pearl	O
work	O
.	O
cute	O
pretti	O
.	O
certifi	O
diamond	B_GEMSTONE
ring	O
made	O
In	O
14	O
Kt	O
hallmark	O
gold	O
stud	O
with	O
0	B_DIAMOND_WEIGHT
.	I_DIAMOND_WEIGHT
28	I_DIAMOND_WEIGHT
carat	I_DIAMOND_WEIGHT
diamond	B_GEMSTONE
.	O
all	O
product	O
Is	O
certifi	O
and	O
hallmark	O
.	O
shop	O
now	O
To	O
avail	O
the	O
lowest	O
onlin	O
price	O
.	O
A	O
pair	O
of	O
gold	B_COLOR
tone	O
drop	O
ear	O
,	O
ha	O
a	O
drop	O
with	O
dual	O
circular	O
detail	O
with	O
cut	O
out	O
detail	O
.	O
ha	O
a	O
fish	O
hook	O
ear	O
wire	O
with	O
rubber	O
stopper	O
.	O
showcas	O
your	O
grace	O
tast	O
by	O
wear	O
thi	O
pretti	O
pair	O
of	O
ear	O
from	O
mast	O
amp	O
;	O
harbour	O
.	O
team	O
it	O
with	O
an	O
embroid	O
top	O
,	O
lightli	O
wash	O
jean	O
and	O
heel	O
for	O
a	O
day	O
out	O
.	O
metal	B_BASE_MATERIAL
wipe	O
with	O
a	O
clean	O
cotton	O
swab	O
when	O
need	O
.	O
thi	O
kundaan	B_BRAND
high	O
qualiti	O
tradit	O
design	B_COLLECTION
victorian	O
ear	O
pair	O
ha	O
long	O
last	O
oxid	O
polish	O
and	O
it	O
ha	O
aaa	O
rate	O
in	O
fashion	B_PRECIOUS_ARTIFICIAL_JEWELLERY
jewelri	I_PRECIOUS_ARTIFICIAL_JEWELLERY
.	O
It	O
ha	O
vintag	O
rich	O
look	O
and	O
can	O
be	O
wear	O
with	O
both	O
indian	O
and	O
western	O
dress	O
at	O
marriag	O
occas	O
and	O
all	O
type	O
of	O
parti	O
and	O
gather	O
.	O
veri	O
use	O
and	O
perfect	O
gift	O
on	O
anniversari	O
,	O
birthday	O
s	O
,	O
festiv	O
and	O
on	O
all	O
occas	O
.	O
li	O
b	O
0	O
.	O
13	O
ct	O
I	O
J	O
SI	B_DIAMOND_CLARITY
facetzinspir	B_BRAND
100	O
real	B_MODEL_NAME
diamond	B_GEMSTONE
pearl	O
ear	O
in	O
92	O
.	O
5	O
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
with	O
two	O
tone	O
finish	O
.	O
b	O
li	O
li	O
b	O
metal	O
2	O
gm	O
92	O
.	O
5	O
sterl	B_BASE_MATERIAL
silver	I_BASE_MATERIAL
.	O
b	O
li	O
li	O
b	O
diamond	B_GEMSTONE
wt	O
0	O
.	O
13	O
ct	O
.	O
b	O
li	O
li	O
b	O
No	O
.	O
of	O
diamond	B_GEMSTONE
26	O
.	O
b	O
li	O
li	O
b	O
all	O
imag	O
are	O
enlarg	O
for	O
better	O
view	O
,	O
b	O
li	O
li	O
b	O
each	O
pc	O
of	O
jewelri	O
come	O
with	O
a	O
certif	O
of	O
authent	O
.	O
b	O
li	O
li	O
b	O
one	O
month	O
100	O
money	O
back	O
guarante	O
.	O
b	O
li	O
li	O
b	O
No	O
exchang	O
or	O
return	O
of	O
product	O
after	O
one	O
month	O
of	O
purchas	O
.	O
chic	O
and	O
eleg	O
these	O
hoop	B_TYPE
ear	I_TYPE
featur	O
heart	O
shape	O
rose	O
gold	B_COLOR
plate	O
and	O
textur	O
finish	O
from	O
the	O
hous	O
of	O
rudrali	O
will	O
win	O
your	O
heart	O
in	O
no	O
time	O
.	O
made	O
of	O
925	O
silver	B_BASE_MATERIAL
these	O
ear	O
will	O
retain	O
their	O
lustr	O
and	O
qualiti	O
for	O
year	O
to	O
come	O
.	O
these	O
ear	O
will	O
sure	O
add	O
the	O
right	O
amount	O
of	O
charisma	O
to	O
your	O
look	O
and	O
win	O
you	O
load	O
of	O
compliment	O
.	O
scintil	O
pair	B_SALES_PACKAGE
of	I_SALES_PACKAGE
stud	I_SALES_PACKAGE
ear	I_SALES_PACKAGE
on	O
yellow	B_PLATING
gold	I_PLATING
plate	O
embed	O
with	O
shini	O
CZ	O
and	O
pink	O
color	O
stone	O
.	O
pair	O
thi	O
classi	O
jewelleri	O
with	O
ani	O
of	O
your	O
outfit	O
for	O
